epoch,acc,loss,val_acc,val_loss
0,0.2259558387670421,2.178462947057985,0.38183333333333336,1.9601034154891968
1,0.3191315945465323,1.8835593225974336,0.5246666666666666,1.3332533292770385
2,0.3861329282750445,1.716396005604489,0.5655,1.3599943418502807
3,0.4260336395969176,1.610349829160185,0.6586666666666666,1.0007949325243632
4,0.45376407824540604,1.5305938934106833,0.5973333333333334,1.5477598724365234
5,0.4701393005334914,1.4862457601431918,0.701,0.8678587869008382
6,0.4875333432128038,1.430565177263702,0.7188333333333333,0.7966726667086284
7,0.5110588322465915,1.3780458620757694,0.7825,0.6335036274592082
8,0.5183202430349734,1.3543591914123236,0.782,0.6303023280302683
9,0.5297495554238293,1.3179660074161084,0.8001666666666667,0.5924343847433726
10,0.5351029934795495,1.2988538300418684,0.8103333333333333,0.5460221309661866
11,0.5409751037344398,1.290464182506317,0.8188333333333333,0.537804525256157
12,0.5497184350918791,1.2603044281467999,0.8153333333333334,0.540947838862737
13,0.5557572614107884,1.2423443855727716,0.815,0.5380632374684016
14,0.5624814759928868,1.2244936016338,0.7893333333333333,0.6355419363975525
15,0.5659639893301719,1.2067909478328605,0.8238333333333333,0.5115019255479177
16,0.5725955838767042,1.1934724928679803,0.8326666666666667,0.5034355476299922
17,0.5785788381742739,1.180117408340332,0.8515,0.4312579353650411
18,0.5839693242442205,1.159062786450666,0.8325,0.4932213643391927
19,0.586970213396562,1.1520661755680826,0.8518333333333333,0.4356687302192052
20,0.5882483698873741,1.1519300540170516,0.8668333333333333,0.39727002171675363
21,0.5906379668049793,1.147957454649174,0.862,0.4166134770711263
22,0.5985662418494369,1.1174183368117554,0.8558333333333333,0.41056264988581337
23,0.6020117071724955,1.1144179376929768,0.8733333333333333,0.37437493447462716
24,0.5975844694724363,1.1206561681887917,0.8698333333333333,0.38419107206662495
25,0.6070872851215174,1.1011979363253643,0.8716666666666667,0.3756699278752009
26,0.6137188796680498,1.0839870004132435,0.867,0.3969574905236562
27,0.6095509780675756,1.089192163064484,0.8741666666666666,0.38640177102883655
28,0.6097917901600475,1.0851904928737233,0.8725,0.3948908502459526
29,0.6204801422643746,1.0603660413974407,0.8573333333333333,0.4284750155409177
30,0.6118479549496147,1.0824038028257728,0.8793333333333333,0.3623656939268112
31,0.6177015411973918,1.0608250193947084,0.8793333333333333,0.3883629073103269
32,0.6223510669828097,1.0608983103718077,0.882,0.34561188878615695
33,0.6176644931831654,1.064195033036963,0.8768333333333334,0.40080863348642987
34,0.6226104030823948,1.0528340107619445,0.8708333333333333,0.4076232979695002
35,0.6286677534084173,1.0421268655728078,0.89,0.34402271500229836
36,0.627037640782454,1.037099021713834,0.888,0.35174214271704357
37,0.6280194131594546,1.0368591969138288,0.8841666666666667,0.3532494658231735
38,0.6247406639004149,1.0430465050805724,0.885,0.35846309904257456
39,0.639485773562537,1.0114779681073327,0.8921666666666667,0.3258027564485868
40,0.6290382335506817,1.0304976716399121,0.8848333333333334,0.3554137779076894
41,0.6382076170717249,1.0076174987584936,0.8745,0.3924776462316513
42,0.6367256965026674,1.0145599699507963,0.8895,0.3339039473136266
43,0.631353734439834,1.027340383574181,0.8943333333333333,0.3243211724758148
44,0.635169679905157,1.014288489175182,0.8721666666666666,0.3826301968495051
45,0.6369665085951393,1.0138540988137683,0.8965,0.30087233951687814
46,0.6390041493775933,1.0039758486822292,0.903,0.2973024141788483
47,0.6426719027860107,0.9977398447263996,0.8891666666666667,0.3604076228141785
48,0.6422458506224067,0.9992356873699809,0.8948333333333334,0.32440220115582147
49,0.6419865145228216,0.9927802770340591,0.8988333333333334,0.3217910671743254
50,0.6455245998814464,0.990354208769216,0.8935,0.3358705702622731
51,0.6445243034973326,0.9890782962192709,0.894,0.34746875063081584
52,0.6437277711914642,0.9953850087995139,0.8906666666666667,0.37435213626424474
53,0.6499888855957321,0.9755461223127577,0.8983333333333333,0.31475212281942366
54,0.6475066686425608,0.9862687221524555,0.897,0.34963028225302695
55,0.6472843805572022,0.9812228438252871,0.8983333333333333,0.3294228142003218
56,0.6514337581505631,0.9697936415742966,0.9076666666666666,0.28896180244286856
57,0.6493961173681091,0.9763563285230107,0.9013333333333333,0.3410069242293636
58,0.6540271191464138,0.9660524124302805,0.9031666666666667,0.342472049454848
59,0.6492294013040901,0.971655917003371,0.8991666666666667,0.3311611427863439
60,0.6542308832246592,0.963768115924107,0.9001666666666667,0.3320142623906334
61,0.653286158861885,0.9670082652222566,0.9093333333333333,0.3027081337670485
62,0.6551385595732069,0.9622089524698738,0.9018333333333334,0.31398428748051327
63,0.654304979253112,0.9664970965659612,0.9058333333333334,0.29811802063385645
