epoch,acc,loss,val_acc,val_loss
0,0.20498666271487848,2.5124921397337494,0.356,1.9703831132253011
1,0.30186721991701243,1.9100269168244357,0.4678333333333333,1.449242421468099
2,0.36397821576763484,1.7555045305657966,0.5495,1.268025844891866
3,0.407268820391227,1.642578132066348,0.6321666666666667,1.0855601854324342
4,0.4440760225251926,1.5566976500744643,0.7115,0.8312868903477987
5,0.46750889152341435,1.4926132460494117,0.7098333333333333,0.8517669409116109
6,0.4906453764078245,1.4281281903076963,0.6546666666666666,0.9636811873118083
7,0.5049829579134558,1.3903453266330916,0.7185,0.801659026781718
8,0.5176719027860107,1.3527883545279715,0.7653333333333333,0.6994461599985758
9,0.5365108180201541,1.3014004088112356,0.7821666666666667,0.6002619609038035
10,0.5504223473621814,1.268309943249894,0.8203333333333334,0.5222081306775411
11,0.5556275933609959,1.2505870459167365,0.8321666666666667,0.5040786476135254
12,0.5682053941908713,1.2129133482373673,0.8093333333333333,0.5678018279075623
13,0.5623703319502075,1.2263521660907635,0.8416666666666667,0.4824212513764699
14,0.576819057498518,1.180972589072774,0.8483333333333334,0.4715106830596924
15,0.5881927978660344,1.1551506371807614,0.8516666666666667,0.43360876619815825
16,0.5865071132187315,1.1565113714639434,0.7846666666666666,0.6780728863080343
17,0.5909158269116775,1.138906372321309,0.8305,0.524843517700831
18,0.6007150266745702,1.1190581225967293,0.8705,0.4130034422079722
19,0.6029934795494961,1.1068338949297332,0.8328333333333333,0.5109573765595754
20,0.6046235921754594,1.1070054387403228,0.8673333333333333,0.40497219570477805
21,0.6089211618257261,1.0889786023604637,0.8625,0.43026653039455415
22,0.6198503260225252,1.0601578530434257,0.8703333333333333,0.3966825395822525
23,0.621869442797866,1.0531855347987527,0.8775,0.3730334931612015
24,0.62068390634262,1.0556402064475634,0.8793333333333333,0.3609226082960765
25,0.6269635447540012,1.0419007253871206,0.8908333333333334,0.3415499525864919
26,0.6271858328393598,1.03998835903339,0.8863333333333333,0.3377648388246695
27,0.6281861292234736,1.0387231094832243,0.8893333333333333,0.35842354625463485
28,0.6349288678126852,1.0183135455945715,0.8931666666666667,0.3461532893379529
29,0.6355772080616479,1.0241696710196486,0.883,0.38487652703126274
30,0.6374851807943094,1.0135240586696466,0.8941666666666667,0.3613188277085622
31,0.6388189093064611,1.007348998347612,0.893,0.35520571635166803
32,0.6423014226437463,0.9961713445684792,0.8963333333333333,0.34586027828852334
33,0.6483217249555424,0.9826736474132566,0.8836666666666667,0.40489951529105506
34,0.6406342620035567,1.0003136435184665,0.896,0.3410172937413057
35,0.6498592175459396,0.9794801384228252,0.904,0.31445754019419353
36,0.6496184054534677,0.9782593886290136,0.8878333333333334,0.39307054166992506
37,0.653286158861885,0.9725858738870047,0.8781666666666667,0.4290846517483393
38,0.6478215767634855,0.979838370874957,0.9073333333333333,0.2894843095342318
39,0.6565093360995851,0.9590535657375467,0.8793333333333333,0.39344780578215915
40,0.6562314759928868,0.9535472499781907,0.885,0.37877729949355127
41,0.652434054534677,0.9648603932632803,0.8701666666666666,0.4716720024496317
42,0.6623443983402489,0.9454944823875749,0.9015,0.3472611998518308
43,0.6598807053941909,0.9458893832497224,0.8943333333333333,0.3818883844763041
44,0.6572132483698874,0.9577262099185284,0.9076666666666666,0.3328335523183147
45,0.6633261707172495,0.934201723272693,0.8988333333333334,0.356375629901886
46,0.6697354771784232,0.9218331951720868,0.9036666666666666,0.3416303369998932
47,0.6691056609365738,0.923470753502867,0.9025,0.3428629431699713
48,0.6661232957913455,0.9333212376170845,0.906,0.3538073189929128
49,0.664808091286307,0.9385776628243832,0.9041666666666667,0.3362097275853157
50,0.6655120035566093,0.9341583559670495,0.8981666666666667,0.37334366458654406
51,0.6717916419679905,0.9168219402538437,0.9026666666666666,0.3352013285160065
52,0.6694020450503853,0.9238393435913851,0.8985,0.3541817913850149
53,0.6673088322465915,0.9305789430129436,0.912,0.2933548697034518
54,0.6736810906935389,0.9120757920489766,0.9096666666666666,0.31440056989590326
55,0.6708469176052163,0.912570728919848,0.9135,0.3043622359335422
56,0.6743109069353883,0.9059606015540893,0.8975,0.4155994877001892
57,0.6750703912270303,0.9123637636844124,0.9045,0.3090311912248532
58,0.674792531120332,0.9092763330484892,0.9105,0.354393530544204
59,0.6742553349140487,0.9085780748502348,0.9173333333333333,0.28517494728664555
60,0.6771450800237108,0.8988884053528132,0.9105,0.3485826133191586
61,0.6777008002371073,0.8992593748087564,0.903,0.36963856262962025
62,0.6833691464137522,0.8839708526718701,0.9053333333333333,0.3381054169138273
63,0.6761633076467102,0.9028163545637458,0.9106666666666666,0.33262424523631734
64,0.6798495850622407,0.8952530781386799,0.9016666666666666,0.3438154366612434
65,0.6777193242442205,0.8967963268242833,0.9171666666666667,0.2926708130488793
66,0.6797569650266746,0.8906496390082035,0.921,0.2703259561856588
67,0.673014226437463,0.9052849164333087,0.9166666666666666,0.30669875437828403
68,0.6800348251333729,0.8946245171452105,0.9043333333333333,0.3277565395136674
69,0.6822206579727327,0.886109216351815,0.9065,0.3171177231917779
70,0.6818131298162419,0.8880368959386107,0.9253333333333333,0.2702895547971129
71,0.6843323947836396,0.8826040560959286,0.9195,0.30448200921093427
